MOU HOUN (VOLTA NOIRE)                  SAMANDENI
 9999. 9999. 9999. 9999. 9999. 0.000 0.000 0.000 0.000 0.000             2 11962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 11962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 21962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 21962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.       3 21962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 31962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 41962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999.       3 41962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 51962
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 51962
 0.000 0.000 0.000 1.000 2.000 2.000 2.000 2.000 2.000 2.000 2.000       3 51962
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             1 31963
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             2 31963
 9999. 9999. 9999. 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31963
 6.000 9999. 5.000 5.000 5.000 5.000 5.000 5.000 4.000 3.000             1 41963
 3.000 2.000 2.000 2.000 2.000 1.000 1.000 1.000 0.000 0.000             2 41963
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.       3 41963
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 51963
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000             2 51963
 1.000 1.000 1.000 1.000 3.000 2.000 1.000 1.000 4.000 3.000 3.000       3 51963
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 2.000             1 61963
 3.000 3.000 2.000 2.000 2.000 1.000 1.000 1.000 1.000 1.000             2 61963
 1.000 1.000 1.000 1.000 3.000 5.000 4.000 5.00010.00014.000 9999.       3 61963
 5.000 6.000 7.000 8.00015.00016.00018.00023.00020.00033.000             1 71963
27.00022.00046.00051.00045.00038.00042.00048.00068.00071.000             2 71963
75.000107.00107.00107.0099.00089.00088.00093.00097.000112.00120.00       3 71963
137.00145.00147.00158.00172.00173.00180.00182.00185.00194.00             1 81963
204.00229.00238.00244.00249.00252.00254.00255.00267.00273.00             2 81963
248.00327.00337.00351.00379.00391.00416.00422.00425.00433.00435.00       3 81963
444.00445.00449.00457.00441.00438.00433.00429.00422.00414.00             1 91963
415.00418.00427.00431.00436.00443.00452.00457.00437.00433.00             2 91963
430.00429.00427.00422.00416.00412.00408.00401.00398.00394.00 9999.       3 91963
383.00380.00377.00375.00373.00370.00368.00 9999. 9999. 9999.             1101963
322.00312.00303.00292.00283.00279.00276.00273.00268.00264.00             2101963
256.00243.00235.00227.00220.00212.00204.00199.00192.00 9999.186.00       3101963
180.00169.00163.00152.00138.00128.00107.0087.000 9999.67.000             1111963
58.00054.000 9999.53.00049.00046.00042.00036.000 9999.34.000             2111963
 9999. 9999.30.00027.00024.00023.00023.00022.00022.00021.000 9999.       3111963
 9.000 8.000 8.000 8.000 8.000 7.000 9999. 7.000 7.000 7.000             1 11964
 7.000 6.000 6.000 6.000 6.000 5.000 5.000 5.000 5.000 5.000             2 11964
 5.000 5.000 5.000 5.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000       3 11964
 4.000 4.000 3.000 3.000 3.000 9999. 3.000 3.000 3.000 3.000             1 21964
 3.000 3.000 2.000 2.000 2.000 2.000 2.000 2.000 2.000 1.000             2 21964
 1.000 9999. 1.000 1.000 1.000 1.000 1.000 1.000 1.000 9999. 9999.       3 21964
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             1 31964
 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31964
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31964
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41964
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 41964
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999.       3 41964
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 51964
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 51964
 2.000 3.000 2.000 2.000 1.000 1.000 1.000 2.000 1.000 1.000 1.000       3 51964
 1.000 1.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 61964
 3.000 5.000 4.000 3.000 3.000 6.000 7.000 5.000 4.000 4.000             2 61964
 3.000 2.000 3.000 6.000 4.000 4.000 4.00012.00019.00020.000 9999.       3 61964
20.00019.00018.00016.00015.00014.00014.000 9999.19.00021.000             1 71964
21.00021.00016.00015.00011.000 9.000 8.000 7.00010.00030.000             2 71964
59.00055.00050.00042.00051.00069.00075.00079.00085.00095.000102.00       3 71964
127.00142.00152.00160.00161.00162.00163.00170.00178.00183.00             1 81964
187.00201.00207.00213.00216.00222.00223.00228.00231.00236.00             2 81964
239.00248.00273.00277.00280.00286.00280.00276.00270.00258.00253.00       3 81964
245.00261.00267.00272.00279.00288.00292.00325.00350.00372.00             1 91964
395.00398.00400.00408.00414.00425.00431.00451.00465.00496.00             2 91964
530.00560.00564.00593.00569.00573.00569.00562.00554.00554.00 9999.       3 91964
550.00538.00526.00514.00504.00501.00490.00478.00471.00459.00             1101964
440.00433.00416.00401.00383.00365.00347.00332.00321.00308.00             2101964
293.00281.00265.00226.00210.00185.00152.00156.00148.00143.00133.00       3101964
 9999.89.000 9999.73.00068.00064.00060.00056.00054.00053.000             1111964
52.00051.00047.000 9999.46.00040.00038.00038.00036.00035.000             2111964
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.       3111964
 9999. 9999. 9.000 9.000 9.000 8.000 8.000 8.000 8.000 7.000             1121964
 7.000 7.000 7.000 7.000 7.000 6.000 6.000 6.000 6.000 5.000             2121964
 5.000 5.000 5.000 5.000 5.000 4.000 4.000 4.000 4.000 4.000 4.000       3121964
 4.000 4.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000             1 11965
 3.000 3.000 3.000 3.000 3.000 2.000 2.000 2.000 2.000 2.000             2 11965
 2.000 2.000 2.000 2.000 2.000 2.000 2.000 1.000 1.000 1.000 1.000       3 11965
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             1 21965
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 0.000 0.000             2 21965
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.       3 21965
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 31965
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31965
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999.       3 31965
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             1 41965
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             2 41965
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 0.000 0.000 0.000 9999.       3 41965
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 51965
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 51965
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000       3 51965
 1.000 1.000 1.000 2.000 7.000 6.000 4.000 4.000 3.000 3.000             1 61965
 2.000 2.000 2.000 2.000 2.000 2.000 2.000 3.00010.00012.000             2 61965
 7.000 7.000 8.000 8.000 8.000 5.00010.00016.00017.00017.000 9999.       3 61965
16.00015.00016.00017.00015.00012.00011.00010.00012.00012.000             1 71965
15.00015.00015.00016.00017.00017.00017.00015.00013.00013.000             2 71965
15.00016.00016.00017.00051.00031.00019.00016.00017.00021.00022.000       3 71965
21.00022.00026.00033.00037.00042.00044.00045.00041.00036.000             1 81965
36.00037.00042.00043.00046.00062.00075.00088.00093.00096.000             2 81965
100.00112.00121.00127.00137.00141.00143.00144.00152.00150.00155.00       3 81965
165.00187.00198.00204.00218.00217.00214.00204.00189.00185.00             1 91965
176.00165.00160.00161.00186.00200.00212.00219.00221.00226.00             2 91965
229.00232.00234.00235.00234.00234.00233.00228.00218.00216.00 9999.       3 91965
214.00213.00208.00203.00191.00188.00182.00175.00173.00171.00             1101965
170.00168.00168.00167.00163.00159.00149.00133.00106.0071.000             2101965
58.00052.00045.00042.00037.00034.00031.00030.00028.00027.00026.000       3101965
24.00024.00022.00021.00020.00018.00018.00017.00016.00015.000             1111965
14.00013.00013.00013.00012.00012.00011.00010.00010.00010.000             2111965
 9.000 9.000 9.000 8.000 8.000 8.000 7.000 7.000 7.000 7.000 9999.       3111965
 6.000 6.000 6.000 6.000 5.000 5.000 5.000 5.000 5.000 5.000             1121965
 5.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000 3.000 3.000             2121965
 3.000 3.000 3.000 3.000 3.000 3.000 3.000 2.000 2.000 2.000 2.000       3121965
 2.000 2.000 2.000 2.000 2.000 2.000 2.000 2.000 1.000 1.000             1 11966
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             2 11966
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000       3 11966
 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 21966
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 21966
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.       3 21966
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 31966
 0.000 0.000 0.000 0.000 9999. 9999. 9999. 9999. 9999. 9999.             2 31966
 9999. 0.000 0.000 0.000 9999. 9999. 9999. 9999. 9999. 9999. 9999.       3 31966
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.             1 41966
 9999. 9999. 9999. 9999. 0.000 0.000 0.000 0.000 0.000 0.000             2 41966
 0.000 0.000 0.000 0.000 0.000 1.000 1.000 0.000 0.000 0.000 9999.       3 41966
 0.000 0.000 0.000 0.000 9999. 0.000 0.000 0.000 0.000 0.000             1 51966
 0.000 1.000 0.000 2.000 1.000 0.000 0.000 0.000 0.000 0.000             2 51966
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 51966
 0.000 0.000 0.000 0.000 3.000 3.000 7.000 3.000 5.000 6.000             1 61966
 6.000 5.000 9.000 6.000 6.000 7.000 8.000 8.000 7.000 9.000             2 61966
 7.00010.000 9.000 9.00011.00011.00012.00013.00014.00014.000 9999.       3 61966
14.000 9.000 9.000 7.000 6.000 5.000 6.000 8.00010.00010.000             1 71966
10.00011.00010.000 8.000 8.000 8.00012.00011.000 8.000 7.000             2 71966
 7.000 9.000 9.000 8.000 9.000 9.000 8.000 8.00013.00013.00014.000       3 71966
13.00013.00012.00019.00019.00016.00016.00058.00074.00070.000             1 81966
72.00066.00060.00062.00071.00080.00089.000104.00124.00128.00             2 81966
135.00139.00176.00200.00196.00197.00201.00214.00212.00220.00234.00       3 81966
239.00243.00244.00242.00238.00234.00234.00233.00228.00222.00             1 91966
219.00216.00210.00214.00214.00218.00233.00237.00246.00251.00             2 91966
260.00262.00262.00260.00259.00258.00255.00253.00249.00246.00 9999.       3 91966
242.00239.00236.00234.00233.00233.00227.00233.00234.00236.00             1101966
235.00236.00234.00234.00236.00236.00238.00239.00239.00239.00             2101966
236.00234.00233.00231.00226.00218.00209.00197.00188.00170.00166.00       3101966
155.00142.00132.00121.00106.0092.00070.00058.00047.00047.000             1111966
38.00036.00033.00030.00029.00027.00025.00024.00022.00022.000             2111966
20.00019.00018.00016.00015.00015.00015.00015.00015.00014.000 9999.       3111966
13.00013.00013.00013.00012.00011.00011.00010.00010.00010.000             1121966
 9.000 9.000 9.000 9.000 8.000 8.000 8.000 7.000 7.000 7.000             2121966
 7.000 6.000 6.000 6.000 6.000 5.000 5.000 5.000 5.000 5.000 5.000       3121966
 4.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000             1 11967
 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 2.000 2.000             2 11967
 2.000 2.000 2.000 2.000 2.000 2.000 2.000 2.000 1.000 1.000 1.000       3 11967
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             1 21967
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000             2 21967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 9999. 9999. 9999.       3 21967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 31967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 41967
 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999. 9999.       3 41967
 9999. 9999. 0.000 0.000 0.000 0.000 0.000 0.000 9999. 0.000             1 51967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 51967
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000       3 51967
 1.000 3.000 3.000 3.000 4.000 4.000 5.000 4.000 4.000 3.000             1 61967
 2.000 1.000 1.000 1.000 1.000 1.000 1.000 4.000 5.00012.000             2 61967
 9.000 9.00012.00014.00012.00010.000 8.000 9.000 9.00016.000 9999.       3 61967
22.00023.00022.00018.00020.00022.00019.00019.00018.00017.000             1 71967
16.00016.00017.00013.00013.00011.00012.00014.00015.00017.000             2 71967
17.00017.00016.00016.00019.00022.00031.00033.00036.00038.00038.000       3 71967
35.00031.00030.00029.00030.00033.00035.00054.00058.00063.000             1 81967
67.00071.00068.00071.00075.00089.000108.00117.00125.00130.00             2 81967
130.00132.00133.00145.00153.00161.00165.00173.00177.00183.00189.00       3 81967
189.00193.00198.00203.00204.00205.00203.00198.00208.00217.00             1 91967
223.00237.00256.00269.00275.00295.00306.00314.00321.00325.00             2 91967
333.00335.00336.00337.00339.00342.00359.00360.00361.00364.00 9999.       3 91967
367.00367.00370.00372.00370.00370.00365.00357.00346.00342.00             1101967
331.00319.00312.00302.00295.00282.00259.00245.00237.00231.00             2101967
224.00222.00214.00201.00194.00189.00183.00174.00168.00158.00148.00       3101967
138.00131.00117.0084.00074.00064.00047.00041.00038.00031.000             1111967
30.00028.00026.00025.00024.00022.00021.00020.00019.00018.000             2111967
18.00017.00016.00015.00014.00014.00014.00013.00013.00012.000 9999.       3111967
12.00012.00012.00011.00013.00013.00011.00010.00010.00010.000             1121967
10.00011.00012.00011.00010.00010.000 9.000 9.000 9.000 8.000             2121967
 8.000 8.000 8.000 8.000 8.000 7.000 7.000 7.000 7.000 7.000 6.000       3121967
 6.000 6.000 6.000 6.000 6.000 5.000 5.000 5.000 5.000 5.000             1 11968
 5.000 5.000 4.000 4.000 9999. 4.000 4.000 3.000 3.000 3.000             2 11968
 3.000 3.000 3.000 3.000 3.000 3.000 2.000 9999. 9999. 9999. 9999.       3 11968
 9999. 9999. 9999. 9999. 2.000 2.000 1.000 1.000 1.000 1.000             1 21968
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000             2 21968
 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 9999. 9999.       3 21968
 9999. 9999. 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 31968
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31968
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31968
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             1 41968
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000             2 41968
 0.000 9999. 9999. 9999. 9999. 9999. 0.000 0.000 0.000 0.000 9999.       3 41968
 1.000 6.00012.00013.00013.00011.00010.000 8.000 6.000 6.000             1 51968
 6.000 6.000 7.000 6.000 5.000 4.000 4.000 3.000 4.000 3.000             2 51968
 3.000 2.000 2.000 2.000 2.000 2.000 3.000 4.000 4.000 4.000 4.000       3 51968
 4.000 9.000 9.00013.00024.00024.00027.00030.00035.00039.000             1 61968
42.00044.00030.00040.00043.00046.00049.00061.00058.00058.000             2 61968
57.00057.00056.00054.00053.00050.00042.00039.00036.00030.000 9999.       3 61968
23.00023.00019.00016.00015.00015.00018.00023.00028.00035.000             1 71968
39.00040.00044.00043.00043.00046.00050.00057.00062.00086.000             2 71968
88.00092.000125.00143.00155.00176.00201.00215.00219.00205.00226.00       3 71968
223.00220.00222.00220.00216.00211.00 9999.178.00177.00175.00             1 81968
177.00181.00184.00189.00202.00214.00222.00230.00238.00242.00             2 81968
251.00256.00257.00256.00255.00254.00251.00245.00241.00239.00239.00       3 81968
236.00241.00249.00251.00253.00257.00262.00268.00274.00280.00             1 91968
290.00298.00299.00313.00324.00333.00338.00343.00344.00344.00             2 91968
343.00341.00334.00330.00326.00321.00319.00319.00318.00317.00 9999.       3 91968
316.00315.00314.00314.00314.00314.00314.00311.00306.00301.00             1101968
293.00287.00280.00273.00266.00259.00252.00244.00235.00231.00             2101968
224.00214.00206.00198.00191.00184.00177.00166.00156.00148.00141.00       3101968
135.00130.00123.00117.00109.0072.00066.00063.00060.00050.000             1111968
46.00042.00040.00038.00037.00035.00033.00032.00032.00028.000             2111968
27.00026.00025.00024.000 9999.22.00019.00019.00019.00018.000 9999.       3111968
18.00018.00017.00017.00016.00016.00016.00015.00015.00014.000             1121968
14.00014.00013.00013.00013.00012.00012.00012.000 9999. 9999.             2121968
 9999. 9999. 9999. 9999. 9999. 9999.10.000 9.000 9.000 9.000 9.000       3121968
 9.000 8.000 8.000 8.000 7.000 7.000 7.000 7.000 7.000 7.000             1 11969
 6.000 6.000 6.000 5.000 5.000 5.000 5.000 5.000 5.000 5.000             2 11969
 5.000 5.000 5.000 5.000 4.000 4.000 4.000 4.000 4.000 4.000 4.000       3 11969
 4.000 4.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000 3.000             1 21969
 3.000 3.000 2.000 2.000 2.000 9999. 2.000 2.000 2.000 9999.             2 21969
 9999. 9999. 1.000 1.000 1.000 1.000 1.000 1.000 9999. 9999. 9999.       3 21969
 1.000 1.000 1.000 9999. 9999. 9999. 1.000 1.000 1.000 1.000             1 31969
 1.000 1.000 1.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000             2 31969
 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000       3 31969
